
Solucion numero: 1
Cantidad de bloqueados: 0
Fitness: 2065
	Origen 	Destino 	Ruta 			Ranuras
	6	10		6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		208
	13	15		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15		65
	17	18		17 - 10 - 5 - 4 - 16 - 18		206
	13	9		13 - 12 - 11 - 9		204
	10	8		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 8		362
	13	10		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		76
	13	18		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		217
	0	9		0 - 1 - 2 - 3 - 4 - 5 - 9		191
	4	9		4 - 2 - 0 - 1 - 16 - 5 - 9		430
	2	18		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		242
	10	17		10 - 5 - 4 - 2 - 0 - 15 - 17		267
	14	13		14 - 11 - 9 - 4 - 2 - 0 - 15 - 13		108
	15	11		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11		110
	4	1		4 - 2 - 0 - 1		1
	17	9		17 - 10 - 5 - 4 - 9		403
	2	7		2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		57
	7	1		7 - 6 - 4 - 2 - 0 - 1		440
	15	10		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10		39
	18	1		18 - 5 - 4 - 2 - 1		104
	6	13		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		0
	7	2		7 - 6 - 4 - 2		216
	5	17		5 - 4 - 2 - 0 - 1 - 16 - 17		260
	10	15		10 - 5 - 4 - 2 - 0 - 15		47
	18	9		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9		128
	15	8		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		144
	8	16		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16		117
	18	5		18 - 5		92
	15	1		15 - 0 - 1		338
	6	18		6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		129
	2	5		2 - 0 - 1 - 16 - 4 - 5		155
	12	0		12 - 11 - 9 - 4 - 2 - 0		339
	0	7		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		20
	18	17		18 - 5 - 4 - 2 - 0 - 15 - 17		90
	17	14		17 - 10 - 5 - 4 - 15 - 14		157
	0	8		0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		120
	15	6		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6		157
	4	17		4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		364
	5	8		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 8		312
	4	11		4 - 2 - 0 - 1 - 16 - 5 - 9 - 11		442
	2	8		2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		201
	17	0		17 - 10 - 5 - 4 - 2 - 0		87
	15	17		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10 - 17		181
	2	0		2 - 0		119
	16	1		16 - 1		234
	17	7		17 - 10 - 5 - 4 - 6 - 7		115
	9	3		9 - 4 - 3		227
	6	3		6 - 4 - 3		81
	9	11		9 - 4 - 2 - 0 - 15 - 11		432


Solucion numero: 17
Cantidad de bloqueados: 0
Fitness: 2065
	Origen 	Destino 	Ruta 			Ranuras
	0	12		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		75
	0	13		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		165
	0	14		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		210
	1	12		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		354
211
	1	13		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		288
99
	1	14		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		391
22
	3	12		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		393
	3	13		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		227
	3	14		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		294
	16	12		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12		220
	16	13		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12 - 13		25
	16	14		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 14		164
	0	17		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		442
	0	18		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		363
	1	0		1 - 0		173
	1	5		1 - 0 - 2 - 3 - 4 - 5		205
	1	6		1 - 0 - 2 - 3 - 4 - 5 - 6		81
	1	10		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		77
366
	1	11		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		412
226
	0	5		0 - 1 - 2 - 3 - 4 - 5		187
	0	6		0 - 1 - 2 - 3 - 4 - 5 - 6		78
	0	10		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		350
	1	15		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		443
396
	1	16		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		152
244
	1	17		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		358
370
	1	18		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		92
239
	2	3		2 - 0 - 1 - 16 - 4 - 3		215
	2	12		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		398
	2	13		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		256
	2	14		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		177
	3	0		3 - 2 - 0		250
	3	2		3 - 2		234
	3	4		3 - 2 - 0 - 1 - 16 - 4		421
	3	5		3 - 2 - 0 - 1 - 16 - 4 - 5		184
	3	6		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6		416
	3	10		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10		200
	3	11		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		433
	0	11		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		161
	0	1		0 - 1		186
	0	2		0 - 1 - 2		440
	3	15		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		148
	3	18		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		312
	4	3		4 - 3		275
	4	12		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12		96
	4	13		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12 - 13		425
	4	14		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 14		139
	5	3		5 - 4 - 3		307
	5	4		5 - 4		149
	8	3		8 - 7 - 6 - 4 - 3		20
	8	4		8 - 7 - 6 - 4		90
	8	12		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		319
	8	13		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		29
	8	14		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		152
	10	3		10 - 5 - 4 - 3		362
	10	4		10 - 5 - 4		276
	12	11		12 - 11		407
	13	12		13 - 12		307
	15	13		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12 - 13		316
	16	0		16 - 1 - 0		439
	16	5		16 - 1 - 0 - 2 - 3 - 4 - 5		49
	16	6		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6		199
	16	10		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10		183
	16	11		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 11		298
	0	3		0 - 1 - 2 - 3		318
	0	15		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		231
	0	16		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		189
	16	15		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 15		6
	16	18		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 18		155
	18	3		18 - 5 - 4 - 3		181
	18	4		18 - 5 - 4		29
	2	6		2 - 0 - 1 - 16 - 4 - 5 - 6		271
	3	7		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		13
	5	6		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7 - 6		244
	6	7		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 7		205
	6	8		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		248
	7	3		7 - 6 - 4 - 3		250
	7	4		7 - 6 - 4		124
	7	6		7 - 6		16
	7	8		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		18
	7	12		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		14
	7	13		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		236
	7	14		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		203
	8	0		8 - 7 - 6 - 4 - 2 - 0		253
	8	1		8 - 7 - 6 - 4 - 2 - 0 - 1		63
	8	2		8 - 7 - 6 - 4 - 2		228
	3	8		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		68
	2	10		2 - 0 - 1 - 16 - 4 - 5 - 10		133
	8	5		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		47
	8	6		8 - 7 - 6		91
	8	7		8 - 7		165
	8	9		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		97
	8	10		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		71
	8	11		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		298
	2	11		2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		60
	1	7		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		374
	1	8		1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		305
	8	15		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		276
	8	17		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		151
	8	18		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		59
	9	8		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7 - 8		429
	10	0		10 - 5 - 4 - 2 - 0		88
	10	2		10 - 5 - 4 - 2		231
	7	18		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		111
	13	3		13 - 12 - 11 - 9 - 4 - 3		316
	9	0		9 - 4 - 2 - 0		239
	16	7		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		392
	17	10		17 - 10		87
	4	6		4 - 2 - 0 - 1 - 16 - 5 - 6		220
	16	4		16 - 1 - 0 - 2 - 4		290
	6	4		6 - 4		350
	15	4		15 - 0 - 1 - 2 - 4		114
	13	0		13 - 12 - 11 - 9 - 4 - 2 - 0		444
	18	2		18 - 5 - 4 - 2		133
	18	0		18 - 5 - 4 - 2 - 0		305
	6	1		6 - 4 - 2 - 0 - 1		362
	4	16		4 - 2 - 0 - 1 - 16		181
	2	15		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		308
	12	1		12 - 11 - 9 - 4 - 2 - 1		37
	10	11		10 - 5 - 4 - 2 - 0 - 15 - 11		174
	2	17		2 - 0 - 1 - 16 - 4 - 5 - 10 - 17		117
	2	4		2 - 0 - 1 - 16 - 4		45
	18	7		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7		373
	13	14		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 14		238
	11	10		11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		22
	12	2		12 - 11 - 9 - 4 - 2		284
	9	7		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7		277
	10	9		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9		417
	13	8		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		185
	17	8		17 - 10 - 5 - 4 - 6 - 7 - 8		308
	7	9		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		34
	12	3		12 - 11 - 9 - 4 - 3		42
	12	18		12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		7
	12	13		12 - 11 - 9 - 4 - 2 - 0 - 15 - 13		166
	10	6		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7 - 6		32
	15	7		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		275
	17	1		17 - 10 - 5 - 4 - 2 - 1		415
	7	16		7 - 6 - 4 - 2 - 0 - 1 - 16		254
	6	5		6 - 4 - 2 - 0 - 1 - 16 - 5		233
	5	16		5 - 4 - 2 - 0 - 1 - 16		366
	11	17		11 - 9 - 4 - 2 - 0 - 15 - 17		448
	18	12		18 - 5 - 4 - 2 - 0 - 15 - 11 - 12		159
	13	6		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		330
	12	4		12 - 11 - 9 - 4		258
	1	3		1 - 0 - 2 - 3		27
	11	15		11 - 9 - 4 - 2 - 0 - 15		382
	12	10		12 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		440
	15	0		15 - 0		405
	14	0		14 - 11 - 9 - 4 - 2 - 0		371
	9	1		9 - 4 - 2 - 0 - 1		449
	9	12		9 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 12		243
	17	11		17 - 10 - 5 - 4 - 9 - 11		293
	13	4		13 - 12 - 11 - 9 - 4		102
	14	18		14 - 11 - 9 - 4 - 2 - 1 - 16 - 18		17
	17	16		17 - 10 - 5 - 4 - 16		129
	15	16		15 - 0 - 1 - 2 - 3 - 4 - 5 - 16		291
	12	6		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		89
	3	17		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10 - 17		414
	9	14		9 - 4 - 2 - 0 - 1 - 16 - 15 - 14		84
	12	9		12 - 11 - 9		354
	17	12		17 - 10 - 5 - 4 - 9 - 11 - 12		247
	16	2		16 - 1 - 0 - 2		332
	6	15		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		129
	15	3		15 - 0 - 1 - 2 - 3		259
	14	8		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		130
	12	16		12 - 11 - 9 - 4 - 2 - 1 - 16		209
	2	9		2 - 0 - 1 - 16 - 4 - 5 - 9		379
	1	2		1 - 0 - 2		43
	15	18		15 - 0 - 1 - 2 - 3 - 4 - 5 - 18		368
	6	17		6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		397
	17	3		17 - 10 - 5 - 4 - 3		338
	11	16		11 - 9 - 4 - 2 - 1 - 16		80
	10	5		10 - 5		103
	1	4		1 - 0 - 2 - 4		221
	6	12		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		246
	7	15		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		207
	17	5		17 - 10 - 5		136
	0	4		0 - 1 - 2 - 4		261
	18	15		18 - 5 - 4 - 2 - 0 - 15		337
	14	3		14 - 11 - 9 - 4 - 3		340
	6	0		6 - 4 - 2 - 0		355
	3	16		3 - 2 - 0 - 1 - 16		325
	4	8		4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		21
	10	14		10 - 5 - 4 - 2 - 0 - 15 - 14		447
	17	15		17 - 10 - 5 - 4 - 15		172
	2	16		2 - 0 - 1 - 16		67
	9	17		9 - 4 - 2 - 0 - 1 - 16 - 17		265
	2	1		2 - 0 - 1		93
	7	17		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		400
	13	5		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5		349
	15	12		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12		110
	14	2		14 - 11 - 9 - 4 - 2		318
	10	7		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7		442
	10	16		10 - 5 - 4 - 2 - 1 - 16		69
	13	7		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		74
	7	11		7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		142
	18	10		18 - 5 - 4 - 2 - 0 - 15 - 11 - 10		102
	16	17		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10 - 17		30
	9	10		9 - 4 - 2 - 0 - 15 - 11 - 10		178
	11	14		11 - 9 - 4 - 2 - 0 - 15 - 14		125
	12	7		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		335
	9	15		9 - 4 - 2 - 0 - 1 - 16 - 15		290
	5	7		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7		434
	1	9		1 - 0 - 2 - 3 - 4 - 5 - 9		26
	17	6		17 - 10 - 5 - 4 - 6		282
	18	14		18 - 5 - 4 - 2 - 0 - 15 - 14		388
	12	5		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5		387
	14	9		14 - 11 - 9		48
	12	14		12 - 11 - 9 - 4 - 2 - 0 - 15 - 14		55
	6	11		6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		390
	18	11		18 - 5 - 4 - 2 - 0 - 15 - 11		79
	10	12		10 - 5 - 4 - 2 - 0 - 15 - 11 - 12		70
	10	13		10 - 5 - 4 - 2 - 0 - 15 - 13		375
	16	9		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9		264
	13	1		13 - 12 - 11 - 9 - 4 - 2 - 1		348
	15	14		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 14		329
	5	18		5 - 4 - 2 - 0 - 1 - 16 - 18		225
	6	2		6 - 4 - 2		304
	13	16		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16		247
	13	11		13 - 12 - 11		77
	9	13		9 - 4 - 2 - 0 - 1 - 16 - 15 - 13		223
	18	16		18 - 5 - 4 - 2 - 1 - 16		56
	9	5		9 - 4 - 2 - 0 - 1 - 16 - 5		342
	5	0		5 - 4 - 2 - 0		361
	11	13		11 - 9 - 4 - 2 - 0 - 15 - 13		306
	5	15		5 - 4 - 2 - 0 - 15		435
	12	8		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		364
	5	10		5 - 4 - 2 - 0 - 15 - 11 - 10		5
	16	3		16 - 1 - 0 - 2 - 3		409
	4	2		4 - 2		436
	5	13		5 - 4 - 2 - 0 - 1 - 16 - 15 - 13		197
	18	13		18 - 5 - 4 - 2 - 0 - 15 - 13		262
	14	12		14 - 11 - 9 - 4 - 2 - 0 - 15 - 13 - 12		395
	9	6		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6		221
	14	17		14 - 11 - 9 - 4 - 2 - 0 - 15 - 17		378
	10	18		10 - 5 - 4 - 2 - 1 - 16 - 18		229
	14	5		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5		25
	14	16		14 - 11 - 9 - 4 - 2 - 1 - 16		162
	4	10		4 - 2 - 0 - 1 - 16 - 5 - 10		52
	6	14		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		217
	15	2		15 - 0 - 1 - 2		380
	11	12		11 - 9 - 4 - 2 - 0 - 15 - 13 - 12		201
	12	17		12 - 11 - 9 - 4 - 2 - 0 - 15 - 17		275
	5	14		5 - 4 - 2 - 0 - 1 - 16 - 15 - 14		240
	13	17		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 17		73
	7	10		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		170
	5	9		5 - 4 - 2 - 0 - 15 - 11 - 9		437
	5	12		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 12		100
	14	11		14 - 11		413
	3	1		3 - 2 - 0 - 1		119
	14	15		14 - 11 - 9 - 4 - 2 - 0 - 15		260
	18	8		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 8		101
	5	2		5 - 4 - 2		165
	6	9		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		147
	14	4		14 - 11 - 9 - 4		372
	3	9		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9		175
	16	8		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		373
	17	2		17 - 10 - 5 - 4 - 2		28
	9	16		9 - 4 - 2 - 0 - 1 - 16		212
	14	7		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		124
	18	6		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7 - 6		374
	5	11		5 - 4 - 2 - 0 - 15 - 11		90
	11	9		11 - 9		215
	17	13		17 - 10 - 5 - 4 - 15 - 13		281
	9	18		9 - 4 - 2 - 0 - 1 - 16 - 18		427
	13	2		13 - 12 - 11 - 9 - 4 - 2		169
	14	1		14 - 11 - 9 - 4 - 2 - 1		148
	4	5		4 - 2 - 0 - 1 - 16 - 5		198
	7	5		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		376
	14	10		14 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		163
	7	0		7 - 6 - 4 - 2 - 0		72
	15	5		15 - 0 - 1 - 2 - 3 - 4 - 5		415
	4	18		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 18		241
	11	18		11 - 9 - 4 - 2 - 1 - 16 - 18		446
	14	6		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		409
	4	15		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 15		274
	12	15		12 - 11 - 9 - 4 - 2 - 0 - 15		245
	15	9		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9		32
	5	1		5 - 4 - 2 - 1		85
	4	0		4 - 2 - 0		65
	10	1		10 - 5 - 4 - 2 - 1		193
	4	7		4 - 2 - 0 - 1 - 16 - 5 - 6 - 7		120
	9	2		9 - 4 - 2		222
	6	16		6 - 4 - 2 - 0 - 1 - 16		372
	9	4		9 - 4		304
	17	4		17 - 10 - 5 - 4		154
	6	10		6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		191
	13	15		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15		12
	17	18		17 - 10 - 5 - 4 - 16 - 18		126
	13	9		13 - 12 - 11 - 9		186
	10	8		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 8		107
	13	10		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		78
	13	18		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		160
	0	9		0 - 1 - 2 - 3 - 4 - 5 - 9		247
	4	9		4 - 2 - 0 - 1 - 16 - 5 - 9		158
	2	18		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		196
	10	17		10 - 5 - 4 - 2 - 0 - 15 - 17		112
	14	13		14 - 11 - 9 - 4 - 2 - 0 - 15 - 13		351
	15	11		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11		216
	4	1		4 - 2 - 0 - 1		202
	17	9		17 - 10 - 5 - 4 - 9		295
	2	7		2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		420
	7	1		7 - 6 - 4 - 2 - 0 - 1		99
	15	10		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10		101
	18	1		18 - 5 - 4 - 2 - 1		49
	6	13		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		272
	7	2		7 - 6 - 4 - 2		227
	5	17		5 - 4 - 2 - 0 - 1 - 16 - 17		164
	10	15		10 - 5 - 4 - 2 - 0 - 15		410
	18	9		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9		36
	15	8		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		108
	8	16		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16		320
	18	5		18 - 5		170
	15	1		15 - 0 - 1		438
	6	18		6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		15
	2	5		2 - 0 - 1 - 16 - 4 - 5		327
	12	0		12 - 11 - 9 - 4 - 2 - 0		432
	0	7		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		281
	18	17		18 - 5 - 4 - 2 - 0 - 15 - 17		234
	17	14		17 - 10 - 5 - 4 - 15 - 14		306
	0	8		0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		293
	15	6		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6		422
	4	17		4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		278
	5	8		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 8		83
	4	11		4 - 2 - 0 - 1 - 16 - 5 - 9 - 11		204
	2	8		2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		321
	17	0		17 - 10 - 5 - 4 - 2 - 0		356
	15	17		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10 - 17		407
	2	0		2 - 0		143
	16	1		16 - 1		411
	17	7		17 - 10 - 5 - 4 - 6 - 7		208
	9	3		9 - 4 - 3		246
	6	3		6 - 4 - 3		61
	9	11		9 - 4 - 2 - 0 - 15 - 11		50


Solucion numero: 18
Cantidad de bloqueados: 0
Fitness: 2065
	Origen 	Destino 	Ruta 			Ranuras
	0	12		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		181
	0	13		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		169
	0	14		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		35
	1	12		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		126
379
	1	13		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		177
53
	1	14		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		8
371
	3	12		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		323
	3	13		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		361
	3	14		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		317
	16	12		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12		432
	16	13		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12 - 13		244
	16	14		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 14		305
	0	17		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		100
	0	18		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		322
	1	0		1 - 0		309
	1	5		1 - 0 - 2 - 3 - 4 - 5		16
	1	6		1 - 0 - 2 - 3 - 4 - 5 - 6		431
	1	10		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		254
195
	1	11		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		204
56
	0	5		0 - 1 - 2 - 3 - 4 - 5		175
	0	6		0 - 1 - 2 - 3 - 4 - 5 - 6		369
	0	10		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		267
